id,id_customer,timestamp,amount,transaction_type,description
33,5,2026-06-18T08:18:37Z,78573451,Debit,Setoran tunai melalui jaringan perbankan11WaGNwn3ruvYnj yncG
34,5,2026-06-18T22:34:34Z,38505789,Credit,Pembayaran merchant menggunakan kartu debit01p6yVY03axm84RYN
35,5,2026-06-18T06:03:30Z,17425571,Debit,Penarikan tunai melalui mesin ATM1ui1ud3LMkeyhXK4zVxuV0ivge7
36,5,2026-06-18T20:46:49Z,60887668,Credit,Pembayaran transaksi marketplace online6Ks38j1xbLqfjC93d9812
37,5,2026-06-18T06:02:53Z,28261467,Debit,Pembayaran transaksi menggunakan QRISINKAFcZLhZw2aDEy1xld9qK
38,5,2026-06-18T18:55:20Z,93898074,Debit,Pembayaran merchant menggunakan kartu debitiOJbdTSLThftzkjTk
39,5,2026-06-18T03:11:29Z,3191952,Credit,Pembayaran transaksi marketplace onlineoJReA2eLdpzKtglo5kMS0
40,5,2026-06-18T22:48:21Z,41456598,Debit,Pembayaran transaksi marketplace onlineHaUfxldMSwUIsk gxF8Un
41,5,2026-06-18T01:19:30Z,26669706,Credit,Pembayaran transaksi menggunakan QRISw78tXwmRpQvcGnsflI0fa1k
42,5,2026-06-18T06:56:54Z,73964435,Debit,Pengisian saldo rekening melalui transferMO4d681t2nR1I2KQ1MO
43,5,2026-06-18T20:13:11Z,49688211,Debit,Pembayaran tagihan bulanan pelangganr7UQhLbh1 VkcxWFbJUPvziV
44,5,2026-06-18T01:58:28Z,42059792,Credit,Pembayaran merchant menggunakan kartu debit7sVI5oNE2MiyD7YOK
45,5,2026-06-18T12:34:39Z,64871394,Debit,Pembayaran transaksi marketplace onlinelwS0TFl3plekghVwRo9pJ
46,5,2026-06-18T04:08:30Z,26838855,Debit,Pembelian produk melalui aplikasi digitalUakQhi5tN7LxxT3LUL6
47,5,2026-06-18T22:57:57Z,47940944,Credit,Transfer masuk dari rekening pelanggan lain893iYThQAPGeSa8TU
48,5,2026-06-18T16:42:32Z,78317655,Debit,Setoran tunai melalui jaringan perbankanQ1Ip5e0SPGRkdRo0t8Pv
49,5,2026-06-18T14:09:02Z,36383903,Credit,Pengisian saldo rekening melalui transferqc39RcZVTcHDt20oJVM
50,6,2026-06-18T21:03:11Z,83828794,Credit,Pembelian produk melalui aplikasi digital4O24pNIypEbjKI4Ivdz
51,6,2026-06-18T05:20:45Z,3103287,Debit,Transfer masuk dari rekening pelanggan lainzMjIwEiE9O7pFECZ2
52,7,2026-06-18T05:31:28Z,36971969,Debit,Pembayaran merchant menggunakan kartu debitfEznnz2jLYZ3qWgn9
53,7,2026-06-18T12:49:33Z,20530459,Credit,Setoran tunai melalui jaringan perbankanGCfpbJjXu9HafV9XVpDS
54,8,2026-06-18T22:52:13Z,55362622,Debit,Transfer dana antar rekening pelanggans1rLUW7UOyXbVXllBy0n5P
55,8,2026-06-18T13:27:25Z,68445632,Debit,Pembayaran transaksi marketplace onlinepXRnMXj3zLnatoP0GqRYR
56,8,2026-06-18T01:57:42Z,97019394,Debit,Transfer dana antar rekening pelangganYFwTEUBblUmKyvlQQq8fSb
57,8,2026-06-18T20:23:55Z,55469523,Credit,Pembayaran tagihan bulanan pelanggans8A6i8J8W1YTvBybIou8tVGY
58,8,2026-06-18T01:19:46Z,70936085,Debit,Transfer masuk dari rekening pelanggan lainY3zrrOWwdLzTRgqaC
59,9,2026-06-18T17:42:24Z,22642340,Debit,Pembelian produk melalui aplikasi digitalqBR9C0TbvTfMvr0GWte
60,9,2026-06-18T11:37:32Z,80061476,Credit,Penarikan tunai melalui mesin ATMq2SC4rjWXCsoihXWmcxYgqtsuuT
61,9,2026-06-18T05:01:20Z,78767535,Debit,Pengisian saldo rekening melalui transfer7MvYvOGHCXplZCK3JMo
62,9,2026-06-18T16:47:12Z,80882013,Debit,Transfer masuk dari rekening pelanggan lainOfwZ1 y4vcN5MOv6O
63,9,2026-06-18T12:54:19Z,61094342,Debit,Transfer dana antar rekening pelangganSXm96Gi1KOHshAEdQaoE1F
64,9,2026-06-18T18:13:23Z,99553789,Credit,Pembayaran transaksi menggunakan QRISq8Vxlme5yf10u6nkXFHn6fy
65,9,2026-06-18T20:41:37Z,73062782,Debit,Penarikan tunai melalui mesin ATMqmHcHuq26RwVQ4k35kyGj Q69pB
66,10,2026-06-18T02:12:21Z,50970196,Debit,Pembayaran tagihan bulanan pelangganQi0kkQ5zrbXfJ27bJQn8NIRR
67,10,2026-06-18T15:50:38Z,89996691,Credit,Transfer masuk dari rekening pelanggan lainicFb0BSF72GQdipaw
68,10,2026-06-18T11:39:55Z,30360140,Credit,Penarikan tunai melalui mesin ATMaO4d2G3GfYA0HoEr3QTEainKLAF
69,10,2026-06-18T04:42:23Z,75995203,Credit,Pembayaran transaksi marketplace onlineaJXbheg3pc0aOvgrPhZFf
70,10,2026-06-18T14:00:19Z,75995140,Credit,Pembayaran merchant menggunakan kartu debitvzQ9cOzoUpxjrXsYg
71,10,2026-06-18T22:36:11Z,50257661,Debit,Pembayaran transaksi menggunakan QRISHak3i5eV3Dd0E4qyijmcVeB
72,11,2026-06-18T04:34:08Z,40277571,Debit,Pengisian saldo rekening melalui transferxgp4RWAjvKpVSK1u3Eq
73,11,2026-06-18T20:17:53Z,58532990,Debit,Penarikan tunai melalui mesin ATM2L6I95 FEThiPRNuwer8WEun6kO
74,12,2026-06-18T02:34:02Z,8970777,Debit,Pembayaran transaksi marketplace onlineL6PagRr1oV92fCkrsAOzp
75,12,2026-06-18T09:32:53Z,15435883,Debit,Pembayaran tagihan bulanan pelangganEGqXwu40bXojxpxUSrenJyX3
76,12,2026-06-18T09:59:56Z,85066335,Credit,Pembelian produk melalui aplikasi digitalXK12H1ZfQIDQ0hPK968
77,13,2026-06-18T07:37:18Z,82432795,Debit,Transfer dana antar rekening pelanggan3jZXjVyyMX E30 0L6bkvA
78,13,2026-06-18T21:12:26Z,98736929,Debit,Pembayaran transaksi menggunakan QRISytJM6RVCKDFf7Z 7ju7 ID4
79,14,2026-06-18T21:24:14Z,12663815,Debit,Pengisian saldo rekening melalui transferRRZT5ags4tYPCw18 Av
80,14,2026-06-18T15:01:49Z,78815608,Debit,Pembayaran merchant menggunakan kartu debitESKdzOvXfZb71RFGX
81,14,2026-06-18T16:58:16Z,5235323,Credit,Transfer dana antar rekening pelangganEDudzpG9AKKGqubTB72xiL
82,14,2026-06-18T15:24:48Z,16161659,Debit,Pembayaran merchant menggunakan kartu debitWGizfJhvzFJyjcCxZ
83,14,2026-06-18T11:37:37Z,9307813,Credit,Setoran tunai melalui jaringan perbankanvkUxNBgcJ2jjRY4roq58
84,15,2026-06-18T11:10:23Z,46006867,Credit,Pembayaran transaksi menggunakan QRISgCoIU9kuImSrNQEhgDo BS 
85,15,2026-06-18T19:00:50Z,34761464,Credit,Pembayaran transaksi marketplace online5O71x3LCotVd4OxyPzOU6
86,15,2026-06-18T05:26:18Z,24852991,Credit,Pembayaran transaksi menggunakan QRISx3Zse9wrVct23uSuJSrdJkk
87,15,2026-06-18T14:51:28Z,72244164,Credit,Pembayaran transaksi marketplace online4ywLJVg1Oq4a7spkLR1J 
88,15,2026-06-18T06:20:19Z,67747195,Debit,Pembayaran tagihan bulanan pelangganvqFDOu15BdYKbqQ2oJXAy rY
89,16,2026-06-18T15:13:50Z,14867078,Credit,Pembayaran tagihan bulanan pelangganlQkxiaP0WjO8XqQ9ivSPZx32
90,16,2026-06-18T17:50:01Z,64943864,Credit,Pembayaran tagihan bulanan pelangganNSwMAlg4SnT72loXxCLSEJyy
91,16,2026-06-18T03:19:02Z,21395351,Credit,Pengisian saldo rekening melalui transferaF3n8qWqhgdRofg5118
92,16,2026-06-18T08:47:05Z,21756118,Credit,Transfer masuk dari rekening pelanggan lainDbgqZ8vg1TBHUDY3j
93,16,2026-06-18T12:25:59Z,12192146,Credit,Pembelian produk melalui aplikasi digitalOJfVRVqOMurmo4iQAt3
94,16,2026-06-18T01:05:36Z,35587736,Debit,Pembayaran transaksi menggunakan QRISJZmdDiL3tz9sB uiGrHyEju
95,16,2026-06-18T07:55:16Z,9701361,Debit,Setoran tunai melalui jaringan perbankanHTkVbUZnwHVSx9g4dIDV
96,16,2026-06-18T18:42:45Z,36669792,Credit,Transfer masuk dari rekening pelanggan lain4S914dQYQkK5KKUnG
97,16,2026-06-18T15:06:21Z,68972838,Credit,Penarikan tunai melalui mesin ATMrjUDOJr3piB1aJO0od mjMBBTO 
98,16,2026-06-18T20:20:53Z,17647204,Debit,Setoran tunai melalui jaringan perbankanr4OLlLq6 Ukft0fvVdX4
99,16,2026-06-18T18:38:43Z,31128029,Credit,Pembayaran transaksi menggunakan QRIScC2l6xCkWovljg2el5nZoA5
100,16,2026-06-18T12:47:22Z,85081639,Debit,Pembayaran tagihan bulanan pelangganauw9dBLtoj3ccHCcvFSR4tI 
101,16,2026-06-18T23:02:39Z,24608847,Credit,Pembayaran tagihan bulanan pelangganDlKiYPKNAQIU2VYH28fBNXKX
102,16,2026-06-18T05:25:04Z,26502946,Credit,Pengisian saldo rekening melalui transfercxObV tqAkKu1YqhTM1
103,16,2026-06-18T08:33:49Z,70781817,Credit,Pembayaran transaksi marketplace onlineN9OXmyUEsyjyfk8QpCAQg
104,16,2026-06-18T00:08:57Z,52553535,Credit,Pembayaran merchant menggunakan kartu debitn 401Ub8kOJ5zIu8U
105,16,2026-06-18T21:59:50Z,50525662,Credit,Pembayaran tagihan bulanan pelanggan2SkWk7thWFcPXMuluRJaiuWC
106,16,2026-06-18T01:54:27Z,89681922,Debit,Pembayaran tagihan bulanan pelangganvNzyQRhyfPkQWKsz 9bwqBVe
107,16,2026-06-18T02:47:36Z,6674016,Credit,Pembelian produk melalui aplikasi digitalB1g1CAfJGAZ1nMhyC u
108,16,2026-06-18T09:09:54Z,32533022,Debit,Pembayaran transaksi marketplace onlinecTqgR1ll2h4NvJb8X94GE
109,16,2026-06-18T04:06:34Z,62967432,Debit,Pembayaran tagihan bulanan pelangganC3evhDTuG5a0zMEtBULvzxnQ
110,16,2026-06-18T08:48:15Z,24607656,Credit,Pembelian produk melalui aplikasi digitallP1tHv8HTF36DGEBnxq
111,16,2026-06-18T06:03:44Z,92119745,Credit,Transfer masuk dari rekening pelanggan lain6p8k1LBwXePLisfV7
112,16,2026-06-18T05:26:37Z,23887610,Debit,Penarikan tunai melalui mesin ATMHthBM86QjYL6B6LYtIycWy3guIl
113,17,2026-06-18T15:48:05Z,24501506,Credit,Pengisian saldo rekening melalui transferATDYxHGtXn6V2bYPIEI
114,17,2026-06-18T09:22:16Z,5643941,Debit,Penarikan tunai melalui mesin ATMt2LedSG0AYlMOEObjWRo8QrbVNi
115,17,2026-06-18T21:16:10Z,22762735,Debit,Pembayaran transaksi marketplace online2T923LQYXbcO3VpfUuS2e
116,18,2026-06-18T15:17:03Z,59737846,Debit,Setoran tunai melalui jaringan perbankan0NpLmLLxhHFE7wRlXh7l
117,18,2026-06-18T06:18:17Z,17815255,Credit,Pengisian saldo rekening melalui transferrXGLirkz0E5zFjAh2so
118,18,2026-06-18T08:01:16Z,53346867,Debit,Transfer masuk dari rekening pelanggan lainkAMcTH9DYVwCc4vMD
119,18,2026-06-18T22:10:47Z,69507101,Debit,Pembayaran tagihan bulanan pelanggan94yO3IilkJ9UgXcKkuzLzNPN
120,19,2026-06-18T21:20:06Z,95044776,Debit,Pembayaran tagihan bulanan pelangganANcbv2pTAJwpBwOh5FiYxg5Z
121,19,2026-06-18T05:32:27Z,27966640,Credit,Penarikan tunai melalui mesin ATMg8oPlOPZrFhVQxqmYSTgetR9AMT
122,20,2026-06-18T11:40:18Z,13639820,Credit,Pembelian produk melalui aplikasi digitalMA1tect1yStB96O7WAg
123,20,2026-06-18T06:12:03Z,83425110,Debit,Pembayaran tagihan bulanan pelanggan6PvjKKjMVzDiDJFnZTeK0bAe
124,20,2026-06-18T01:09:24Z,93947256,Debit,Transfer masuk dari rekening pelanggan lainGCB ZkETsVA4KZPXk
125,20,2026-06-18T22:34:34Z,64627285,Debit,Transfer masuk dari rekening pelanggan lainh2uLwjKDmW46A Fbu
126,21,2026-06-18T01:32:06Z,34824499,Debit,Pengisian saldo rekening melalui transferMkvMOOBzlQfuGqC2rvT
127,21,2026-06-18T21:17:18Z,84914862,Debit,Penarikan tunai melalui mesin ATMjAJqry7qIHqIa3 CsOSY2 4qYSs
128,21,2026-06-18T15:05:23Z,76744477,Credit,Pembayaran transaksi menggunakan QRISKnJrau4FE EWRt3s9MNOHTM
129,21,2026-06-18T06:50:03Z,26159019,Credit,Pembayaran transaksi menggunakan QRISdvlFYIIyXsh9oGOOjdVJ0Q8
130,22,2026-06-18T14:22:54Z,27321861,Debit,Pembayaran merchant menggunakan kartu debit9seOhVN t1IkesdBz
131,22,2026-06-18T03:33:31Z,18350964,Debit,Transfer dana antar rekening pelanggan0Hvg5sdRZArZ7mqxY XrVK
132,22,2026-06-18T19:30:51Z,81951560,Debit,Pembayaran tagihan bulanan pelanggan QJoJ4k4w4DSPySSqiuvvjXs
133,22,2026-06-18T04:14:46Z,94287792,Credit,Pembayaran tagihan bulanan pelangganpMosYDzW9GibzYO3valpPr09
134,22,2026-06-18T23:42:53Z,44706422,Credit,Pembelian produk melalui aplikasi digitalhtwbxekcwdl3V2kyWoF
135,23,2026-06-18T22:09:59Z,10466274,Credit,Pembayaran tagihan bulanan pelanggan4Ui3O4WHigPjohPBQhydCr3W
136,24,2026-06-18T20:59:57Z,63335163,Credit,Pengisian saldo rekening melalui transferXsgNQCOkhSaMIUFNr6y
137,24,2026-06-18T05:35:44Z,19573144,Debit,Pengisian saldo rekening melalui transfera3F7RCjZHnNWr8 Z pB
138,24,2026-06-18T14:21:39Z,8348086,Credit,Setoran tunai melalui jaringan perbankanHOHWnUslO3LbVspHIiOQ
139,24,2026-06-18T20:05:45Z,16901249,Debit,Transfer masuk dari rekening pelanggan lain7Lhr0jgmwGN S6JRT
140,24,2026-06-18T04:14:15Z,9509425,Credit,Transfer masuk dari rekening pelanggan lain20KYxDQ0N65rrNdjp
141,24,2026-06-18T02:30:28Z,39455464,Debit,Pembayaran transaksi menggunakan QRISd3Xzmo9ZsPMjI2exmeWrfsB
142,24,2026-06-18T20:35:56Z,20124841,Debit,Pengisian saldo rekening melalui transferXfHUZA5lhEU6ah1eX9h
143,24,2026-06-18T21:54:09Z,90243208,Credit,Transfer dana antar rekening pelanggan5dQCIOkXiShItXTOk3KYtM
144,26,2026-06-18T10:42:30Z,77208637,Credit,Penarikan tunai melalui mesin ATMB9pYumYVUykSWG7Va2ISVGKO4Gv
145,26,2026-06-18T02:32:10Z,95314571,Credit,Pembayaran tagihan bulanan pelanggantguI5kI7PNWgSNOiE88q9DUV
146,27,2026-06-18T13:55:06Z,93990353,Debit,Setoran tunai melalui jaringan perbankanAxVaE2tmFGq2NePb2Gpl
147,27,2026-06-18T19:30:01Z,33725429,Debit,Penarikan tunai melalui mesin ATMBN48JrKCBKg3WMetJDB3yRxCchb
148,27,2026-06-18T22:47:43Z,61926008,Debit,Pembayaran transaksi marketplace onlineBhB4StA9ft5eEqd5IXV7d
149,27,2026-06-18T00:38:42Z,29993672,Debit,Pengisian saldo rekening melalui transferO8OoiWggnBqbsTgUZsq
150,28,2026-06-18T18:25:58Z,60124301,Credit,Transfer masuk dari rekening pelanggan laininfKNUZYmEVfb6VXD
151,28,2026-06-18T12:13:48Z,24364454,Debit,Pembayaran transaksi marketplace onlineEoI4Tb602SeZ91T7ENL4C
152,28,2026-06-18T08:57:22Z,44993265,Debit,Pembayaran tagihan bulanan pelangganr0x4ThcKnpoqfNsSWk6lWc4z
153,28,2026-06-18T13:01:29Z,9040002,Credit,Pembelian produk melalui aplikasi digitalXcR6K7S jSMSlK9RtLu
154,28,2026-06-18T00:48:18Z,35238863,Debit,Penarikan tunai melalui mesin ATM265NBq0TJFHV4Dv0sypMcgZcbHB
155,28,2026-06-18T20:16:01Z,35139248,Credit,Pengisian saldo rekening melalui transfercfkfCK027gP1w0lblXG
156,28,2026-06-18T06:25:55Z,64596946,Credit,Pembayaran transaksi marketplace onlineJg4THAfdp jZQAq7cnXKP
157,28,2026-06-18T03:07:35Z,54543508,Debit,Transfer dana antar rekening pelangganoUQmCJpwOQ7Wnby0SVzV4x
158,28,2026-06-18T05:49:53Z,59910202,Debit,Pembelian produk melalui aplikasi digitaluProclh7s70p7ZVNO2O
159,28,2026-06-18T04:54:31Z,3441107,Debit,Transfer dana antar rekening pelangganlijnRGw gDA6SHO3mizxoV
160,29,2026-06-18T02:51:44Z,79895618,Debit,Pengisian saldo rekening melalui transferBkJTTNMsSx5npieZGMr
161,29,2026-06-18T08:27:44Z,7465233,Debit,Pembayaran transaksi marketplace onlineL0JPOn2zoDp9hkClaz1SQ
162,29,2026-06-18T21:41:08Z,65814390,Credit,Transfer dana antar rekening pelangganE8flYi2fGnwBI0IcUxovDM
163,29,2026-06-18T13:25:43Z,28325808,Debit,Pembayaran tagihan bulanan pelanggan8YwmCHUqQXBff1DVdrmsOdsz
164,29,2026-06-18T20:58:28Z,25075857,Credit,Setoran tunai melalui jaringan perbankanSF8rBgC4j7lRDQTmkcxd
165,30,2026-06-18T12:06:36Z,61136861,Debit,Transfer dana antar rekening pelangganISSSoyIZWW8aUX2BVR4MBu
166,30,2026-06-18T13:18:03Z,10493129,Credit,Transfer masuk dari rekening pelanggan lain2LjUV7spFmE3eOjmc
167,30,2026-06-18T06:15:10Z,53748607,Credit,Setoran tunai melalui jaringan perbankanEp0GeA4IEIgEZ2vOFWEC
168,32,2026-06-18T04:18:39Z,19025326,Credit,Pembayaran transaksi menggunakan QRISbKNLJt7z3bHclD3xcCQsMWP
169,33,2026-06-18T09:19:09Z,71975054,Credit,Pembayaran transaksi menggunakan QRIS c8KzB0qvQugrjmFPHFywFS
170,33,2026-06-18T13:15:35Z,51508199,Credit,Transfer masuk dari rekening pelanggan lain8nO 68g8IMjCIJ1NI
171,33,2026-06-18T11:54:20Z,55783535,Debit,Pembayaran merchant menggunakan kartu debitC9kehQodXE5dhFW 8
172,33,2026-06-18T19:52:10Z,20239065,Debit,Pembayaran transaksi marketplace onlineCYHZiH3scJMGhUcwaD1lp
173,33,2026-06-18T08:12:44Z,55444513,Debit,Pembayaran merchant menggunakan kartu debitljitE8Yi056MQurv9
174,35,2026-06-18T20:21:28Z,56272728,Debit,Setoran tunai melalui jaringan perbankannMwwU1UEDCesBYYG241u
175,35,2026-06-18T13:20:34Z,76098590,Credit,Pembayaran transaksi menggunakan QRISHbTbCArnW9l8JPN8tKC0kSD
176,35,2026-06-18T02:34:23Z,74036823,Debit,Pembayaran tagihan bulanan pelanggan7NqtOQWJTUf8dYiSipcOUefm
177,35,2026-06-18T20:02:23Z,20928496,Debit,Setoran tunai melalui jaringan perbankanUhc7p923oH5HiBpRXSPm
178,36,2026-06-18T21:45:26Z,59885029,Credit,Pengisian saldo rekening melalui transferojTg0VNpZZii4C4dU1F
179,36,2026-06-18T05:55:34Z,52464205,Debit,Pembayaran tagihan bulanan pelangganzU92tdw71yTro4LSN3S1XYu7
180,36,2026-06-18T23:57:37Z,75364454,Credit,Pembayaran merchant menggunakan kartu debit6ksDZkTZSQaSJQaj5
181,37,2026-06-18T04:51:31Z,74021297,Credit,Setoran tunai melalui jaringan perbankanPNGgbDBgMXGPbzOQh8O3
182,37,2026-06-18T05:08:59Z,35050521,Debit,Setoran tunai melalui jaringan perbankansg2xMM6ZIiiWf7t7Pb31
183,37,2026-06-18T07:30:02Z,47155433,Debit,Penarikan tunai melalui mesin ATMWlBBRQzmKPcNsK 6ZzYovDWB6ew
184,37,2026-06-18T01:31:32Z,89936487,Debit,Pembayaran transaksi marketplace onlineC3SAYtseON9nctfHRm3SX
185,37,2026-06-18T07:14:25Z,28070291,Credit,Pengisian saldo rekening melalui transferYHnM6H6neWXKdLwbIc8
186,37,2026-06-18T17:14:12Z,63132482,Credit,Pembayaran merchant menggunakan kartu debitb1hRNQWBh6RYSQS1j
187,37,2026-06-18T01:33:36Z,52674367,Debit,Pembayaran merchant menggunakan kartu debit47lnabPgr50Zo z91
188,37,2026-06-18T19:11:29Z,90314112,Debit,Setoran tunai melalui jaringan perbankanqtC5y0D l9dZisFSV0tC
189,37,2026-06-18T20:53:51Z,34646415,Credit,Transfer dana antar rekening pelanggancpERduYjisv6DlH3RLXK0c
190,37,2026-06-18T03:04:57Z,65847115,Credit,Penarikan tunai melalui mesin ATM8V64kU7ldoJfD6lMBFkaXeIY3OL
191,37,2026-06-18T15:02:11Z,6801712,Credit,Pengisian saldo rekening melalui transferoAl5oz0XzkqHUwcNPzS
192,37,2026-06-18T21:20:52Z,537245,Credit,Transfer masuk dari rekening pelanggan lainv1zoUcWlJaYaISEoQ
193,37,2026-06-18T19:29:51Z,45937165,Debit,Transfer dana antar rekening pelangganejLyzF5AGUyUAl0pD0TDKA
194,37,2026-06-18T17:26:47Z,78829057,Debit,Pembayaran transaksi menggunakan QRISACY5pgLGd5vOIWxXRS1zG17
195,37,2026-06-18T23:32:43Z,58373197,Credit,Transfer masuk dari rekening pelanggan lainapAxo68RXQwB WlC8
196,37,2026-06-18T23:27:37Z,5469062,Credit,Pembayaran transaksi menggunakan QRIS6MzfNLw0kHvnCLmWbYvTN9P
197,37,2026-06-18T12:07:19Z,98293216,Debit,Pembelian produk melalui aplikasi digitalIRHzruuwcvBzT2V5W9T
198,37,2026-06-18T18:11:41Z,96200701,Credit,Transfer masuk dari rekening pelanggan lain5NhCHQlDPODk9ny3y
199,37,2026-06-18T19:08:17Z,37424777,Credit,Pembayaran tagihan bulanan pelangganEsMy4jptztLHJ3wH yT h2v9
200,37,2026-06-18T09:23:27Z,84131488,Credit,Setoran tunai melalui jaringan perbankanfB oXzS9QhCbOyIQKNhn
201,37,2026-06-18T05:54:34Z,94639705,Credit,Transfer masuk dari rekening pelanggan lain2XDWYS7rq9pzsgXnf
202,37,2026-06-18T18:20:15Z,20273328,Credit,Penarikan tunai melalui mesin ATMiX8Fijx4n32pcybAHCTM4Uvw rg
203,37,2026-06-18T04:11:09Z,63365124,Debit,Pengisian saldo rekening melalui transfer c1eYWy1MH CoyrHI2g
204,37,2026-06-18T15:00:55Z,43788212,Debit,Penarikan tunai melalui mesin ATM5HYvNR4jIlGHCJmCn29EEaPEx9f
205,37,2026-06-18T10:06:17Z,56235278,Credit,Pembayaran tagihan bulanan pelanggandtP5GN9y3Dd4R4C1wsZGTKRO
206,37,2026-06-18T21:15:03Z,17448751,Credit,Setoran tunai melalui jaringan perbankanMMCnTroBdBYybBk5Y9BZ
207,37,2026-06-18T03:52:34Z,68143659,Credit,Setoran tunai melalui jaringan perbankanqTV3ZosCAvJctCpX2cQ2
208,37,2026-06-18T14:51:51Z,74593479,Credit,Pembayaran transaksi marketplace onlineaWJyxZIMQ7nPmXoGTAkIM
209,37,2026-06-18T12:30:14Z,29064345,Credit,Pembayaran tagihan bulanan pelanggan6kfNMMWsSrym5LmZsG2de3pm
210,37,2026-06-18T21:25:37Z,61717995,Debit,Penarikan tunai melalui mesin ATMNFsV3JSsWwtoTKBIiD2boXz2f y
211,37,2026-06-18T00:41:34Z,32332207,Credit,Pembayaran transaksi marketplace onlinei811rogrp7xQ4WtL6kNFf
212,37,2026-06-18T18:11:43Z,56930333,Credit,Setoran tunai melalui jaringan perbankanj78IuiDVMxnPcxH1UhDm
213,37,2026-06-18T06:47:40Z,6031670,Credit,Pembayaran transaksi marketplace onlineEqYH6zA Aba G3HlUPdAy
