150,276352219,7,39478888.43,3,4,NO_MATCH
151,297356091,4,74339022.75,3,1,NO_MATCH
152,197265738,4,49316434.50,3,1,NO_MATCH
153,1117566783,22,50798490.14,9,13,NO_MATCH
154,180313447,4,45078361.75,2,2,NO_MATCH
155,505488767,12,42124063.92,4,8,NO_MATCH
156,45482641,1,45482641.00,1,0,NO_MATCH
157,32638202,1,32638202.00,0,1,NO_MATCH
158,241059866,3,80353288.67,2,1,NO_MATCH
159,63541121,1,63541121.00,0,1,NO_MATCH
16,977387366,24,40724473.58,8,16,NO_MATCH
160,85469121,1,85469121.00,0,1,NO_MATCH
161,603726117,10,60372611.70,7,3,NO_MATCH
162,249162938,7,35594705.43,5,2,NO_MATCH
164,1218433215,22,55383327.95,7,15,NO_MATCH
165,70999689,2,35499844.50,2,0,NO_MATCH
166,141870253,2,70935126.50,1,1,NO_MATCH
167,227147914,3,75715971.33,1,2,NO_MATCH
168,87510101,2,43755050.50,1,1,NO_MATCH
169,224744349,5,44948869.80,3,2,NO_MATCH
17,52908182,3,17636060.67,2,1,NO_MATCH
170,86293681,3,28764560.33,0,3,NO_MATCH
171,214871784,6,35811964.00,3,3,NO_MATCH
172,475276461,8,59409557.62,5,3,NO_MATCH
173,642718976,12,53559914.67,7,5,NO_MATCH
174,472287934,10,47228793.40,3,7,NO_MATCH
175,77363989,1,77363989.00,0,1,NO_MATCH
176,238065087,6,39677514.50,3,3,NO_MATCH
178,184139925,4,46034981.25,2,2,NO_MATCH
179,215437992,3,71812664.00,1,2,NO_MATCH
18,200407069,4,50101767.25,3,1,NO_MATCH
180,105402238,2,52701119.00,0,2,NO_MATCH
181,282478004,4,70619501.00,1,3,NO_MATCH
182,305273814,5,61054762.80,2,3,NO_MATCH
183,365082278,6,60847046.33,2,4,NO_MATCH
184,46284304,1,46284304.00,0,1,NO_MATCH
185,89763690,3,29921230.00,2,1,NO_MATCH
186,159074262,3,53024754.00,3,0,NO_MATCH
187,81166131,2,40583065.50,1,1,NO_MATCH
188,59788117,1,59788117.00,0,1,NO_MATCH
189,323196986,8,40399623.25,7,1,NO_MATCH
19,123011416,2,61505708.00,1,1,NO_MATCH
190,3573569063,75,47647587.51,41,34,MATCH,CASHBACK:10000000
191,235823300,4,58955825.00,3,1,NO_MATCH
193,68672819,1,68672819.00,0,1,NO_MATCH
194,213839201,4,53459800.25,2,2,NO_MATCH
195,40808065,1,40808065.00,1,0,NO_MATCH
196,32518006,1,32518006.00,0,1,NO_MATCH
198,250385436,3,83461812.00,1,2,NO_MATCH
199,1387502857,28,49553673.46,12,16,NO_MATCH
2,127493247,2,63746623.50,1,1,NO_MATCH
20,255639471,4,63909867.75,3,1,NO_MATCH
200,66882568,2,33441284.00,2,0,NO_MATCH
201,78231306,3,26077102.00,3,0,NO_MATCH
204,12123989,1,12123989.00,0,1,NO_MATCH
206,106308513,2,53154256.50,0,2,NO_MATCH
207,168525867,3,56175289.00,3,0,NO_MATCH
208,18445038,1,18445038.00,1,0,NO_MATCH
209,261875957,4,65468989.25,3,1,NO_MATCH
21,222642857,4,55660714.25,2,2,NO_MATCH
210,282091618,5,56418323.60,3,2,NO_MATCH
211,160602060,3,53534020.00,1,2,NO_MATCH
212,155602815,3,51867605.00,1,2,NO_MATCH
213,271698221,6,45283036.83,5,1,NO_MATCH
214,84846791,3,28282263.67,1,2,NO_MATCH
215,78607824,2,39303912.00,2,0,NO_MATCH
216,110596333,2,55298166.50,1,1,NO_MATCH
217,36825159,2,18412579.50,1,1,NO_MATCH
218,13880940,1,13880940.00,1,0,NO_MATCH
219,193290325,4,48322581.25,3,1,NO_MATCH
22,266618599,5,53323719.80,3,2,NO_MATCH
221,68454372,3,22818124.00,1,2,NO_MATCH
222,244667500,3,81555833.33,0,3,NO_MATCH
223,3129529792,61,51303767.08,21,40,MATCH,CASHBACK:10000000
224,1196502374,23,52021842.35,14,9,NO_MATCH
225,49252297,1,49252297.00,0,1,NO_MATCH
226,28864571,2,14432285.50,2,0,NO_MATCH
227,465070284,7,66438612.00,4,3,NO_MATCH
228,89832133,2,44916066.50,1,1,NO_MATCH
229,88244572,1,88244572.00,1,0,NO_MATCH
23,10466274,1,10466274.00,0,1,NO_MATCH
230,284867205,5,56973441.00,2,3,NO_MATCH
231,428912450,10,42891245.00,7,3,NO_MATCH
233,236158087,8,29519760.88,4,4,NO_MATCH
234,300467889,6,50077981.50,3,3,NO_MATCH
235,121679303,3,40559767.67,2,1,NO_MATCH
236,193326582,3,64442194.00,1,2,NO_MATCH
237,527820158,9,58646684.22,5,4,NO_MATCH
239,1142214739,23,49661510.39,13,10,NO_MATCH
24,267490580,8,33436322.50,4,4,NO_MATCH
240,217281344,5,43456268.80,2,3,NO_MATCH
242,1762701126,34,51844150.76,19,15,MATCH,CASHBACK:5000000
243,81111148,1,81111148.00,0,1,NO_MATCH
245,344481338,5,68896267.60,3,2,NO_MATCH
246,8563700,1,8563700.00,0,1,NO_MATCH
247,570461764,10,57046176.40,3,7,NO_MATCH
248,22294512,1,22294512.00,0,1,NO_MATCH
249,58389259,2,29194629.50,1,1,NO_MATCH
250,200731033,4,50182758.25,1,3,NO_MATCH
251,208712533,3,69570844.33,2,1,NO_MATCH
252,143875728,5,28775145.60,3,2,NO_MATCH
253,643009285,11,58455389.55,5,6,NO_MATCH
255,7169040,1,7169040.00,1,0,NO_MATCH
256,31737379,1,31737379.00,0,1,NO_MATCH
257,224099092,4,56024773.00,2,2,NO_MATCH
258,489439060,9,54382117.78,2,7,NO_MATCH
259,199612051,5,39922410.20,4,1,NO_MATCH
26,172523208,2,86261604.00,0,2,NO_MATCH
260,550935154,10,55093515.40,7,3,NO_MATCH
261,30159622,1,30159622.00,1,0,NO_MATCH
262,142961118,4,35740279.50,1,3,NO_MATCH
263,70556746,2,35278373.00,1,1,NO_MATCH
264,319419688,5,63883937.60,2,3,NO_MATCH
265,50822785,1,50822785.00,1,0,NO_MATCH
266,27260827,1,27260827.00,0,1,NO_MATCH
267,73879792,1,73879792.00,0,1,NO_MATCH
268,192005432,5,38401086.40,3,2,NO_MATCH
269,88591695,2,44295847.50,1,1,NO_MATCH
27,219635462,4,54908865.50,4,0,NO_MATCH
270,134372392,5,26874478.40,3,2,NO_MATCH
271,860787049,15,57385803.27,9,6,NO_MATCH
272,331701045,4,82925261.25,3,1,NO_MATCH
273,80384314,1,80384314.00,0,1,NO_MATCH
274,92474413,1,92474413.00,0,1,NO_MATCH
275,1084881439,21,51661020.90,11,10,NO_MATCH
276,1047355272,20,52367763.60,10,10,NO_MATCH
277,54055393,1,54055393.00,0,1,NO_MATCH
278,1250928623,22,56860391.95,10,12,NO_MATCH
279,19093115,1,19093115.00,0,1,NO_MATCH
28,391391896,10,39139189.60,6,4,NO_MATCH
280,224744696,5,44948939.20,2,3,NO_MATCH
281,268711640,7,38387377.14,5,2,NO_MATCH
282,264383364,3,88127788.00,0,3,NO_MATCH
283,52859372,2,26429686.00,1,1,NO_MATCH
284,173731538,3,57910512.67,1,2,NO_MATCH
285,1185326756,27,43900990.96,19,8,NO_MATCH
286,59971766,1,59971766.00,0,1,NO_MATCH
287,1093022557,24,45542606.54,13,11,NO_MATCH
288,235989978,5,47197995.60,3,2,NO_MATCH
289,38190519,1,38190519.00,1,0,NO_MATCH
29,206576906,5,41315381.20,3,2,NO_MATCH
290,61203679,1,61203679.00,0,1,NO_MATCH
292,52817058,1,52817058.00,0,1,NO_MATCH
293,100134829,2,50067414.50,1,1,NO_MATCH
294,283230537,5,56646107.40,3,2,NO_MATCH
295,156121594,4,39030398.50,2,2,NO_MATCH
296,115888092,2,57944046.00,1,1,NO_MATCH
297,1075458526,21,51212310.76,17,4,NO_MATCH
298,595623466,9,66180385.11,4,5,NO_MATCH
299,199242462,4,49810615.50,2,2,NO_MATCH
3,154243214,2,77121607.00,1,1,NO_MATCH
30,125378597,3,41792865.67,1,2,NO_MATCH
300,580362314,11,52760210.36,8,3,NO_MATCH
301,278854689,7,39836384.14,3,4,NO_MATCH
302,14979182,1,14979182.00,0,1,NO_MATCH
303,150611896,3,50203965.33,3,0,NO_MATCH
304,1460574125,26,56175927.88,11,15,NO_MATCH
305,239081333,5,47816266.60,3,2,NO_MATCH
306,184532228,3,61510742.67,1,2,NO_MATCH
307,101730941,5,20346188.20,1,4,NO_MATCH
311,3739283,1,3739283.00,1,0,NO_MATCH
312,56167920,1,56167920.00,0,1,NO_MATCH
314,91175115,3,30391705.00,2,1,NO_MATCH
315,300131438,7,42875919.71,5,2,NO_MATCH
316,5294889,1,5294889.00,0,1,NO_MATCH
317,42019976,1,42019976.00,0,1,NO_MATCH
318,437596896,7,62513842.29,2,5,NO_MATCH
32,19025326,1,19025326.00,0,1,NO_MATCH
320,155443531,4,38860882.75,2,2,NO_MATCH
321,132718367,4,33179591.75,2,2,NO_MATCH
322,165004385,3,55001461.67,1,2,NO_MATCH
323,20204260,1,20204260.00,0,1,NO_MATCH
324,62479577,3,20826525.67,1,2,NO_MATCH
325,44384648,1,44384648.00,1,0,NO_MATCH
326,135948143,5,27189628.60,4,1,NO_MATCH
327,86964184,2,43482092.00,2,0,NO_MATCH
329,365676195,5,73135239.00,1,4,NO_MATCH
33,254950366,5,50990073.20,3,2,NO_MATCH
330,169809017,3,56603005.67,1,2,NO_MATCH
331,133709782,5,26741956.40,2,3,NO_MATCH
332,253274128,4,63318532.00,2,2,NO_MATCH
333,24008246,1,24008246.00,1,0,NO_MATCH
334,112708967,2,56354483.50,0,2,NO_MATCH
335,450253926,9,50028214.00,6,3,NO_MATCH
336,141347845,2,70673922.50,1,1,NO_MATCH
337,241426883,6,40237813.83,4,2,NO_MATCH
339,162077557,3,54025852.33,2,1,NO_MATCH
340,8243463,1,8243463.00,0,1,NO_MATCH
341,123417706,3,41139235.33,2,1,NO_MATCH
343,258657866,5,51731573.20,4,1,NO_MATCH
344,241178950,5,48235790.00,3,2,NO_MATCH
345,1165979580,26,44845368.46,15,11,NO_MATCH
346,142306579,3,47435526.33,1,2,NO_MATCH
347,685579276,10,68557927.60,8,2,NO_MATCH
348,48828721,1,48828721.00,0,1,NO_MATCH
349,51546545,2,25773272.50,2,0,NO_MATCH
35,227336637,4,56834159.25,3,1,NO_MATCH
350,94855504,1,94855504.00,0,1,NO_MATCH
351,41432873,2,20716436.50,1,1,NO_MATCH
352,227393145,4,56848286.25,2,2,NO_MATCH
353,27460354,1,27460354.00,1,0,NO_MATCH
354,147339940,4,36834985.00,2,2,NO_MATCH
355,4014988904,76,52828801.37,38,38,MATCH,CASHBACK:10000000
356,39777472,1,39777472.00,0,1,NO_MATCH
357,20788740,1,20788740.00,0,1,NO_MATCH
358,154766007,4,38691501.75,2,2,NO_MATCH
359,131003229,3,43667743.00,2,1,NO_MATCH
36,187713688,3,62571229.33,1,2,NO_MATCH
360,110034628,2,55017314.00,0,2,NO_MATCH
361,154062771,3,51354257.00,2,1,NO_MATCH
362,69052335,3,23017445.00,0,3,NO_MATCH
363,546849157,15,36456610.47,7,8,NO_MATCH
364,216370119,5,43274023.80,0,5,NO_MATCH
365,201683372,4,50420843.00,3,1,NO_MATCH
366,110487695,3,36829231.67,2,1,NO_MATCH
367,193538542,5,38707708.40,2,3,NO_MATCH
368,343134503,4,85783625.75,3,1,NO_MATCH
37,3183977038,61,52196344.89,29,32,MATCH,CASHBACK:10000000
370,304187114,8,38023389.25,2,6,NO_MATCH
372,33296472,2,16648236.00,0,2,NO_MATCH
373,7742228,1,7742228.00,1,0,NO_MATCH
374,209912035,3,69970678.33,1,2,NO_MATCH
375,180468743,5,36093748.60,3,2,NO_MATCH
376,400394017,8,50049252.12,4,4,NO_MATCH
377,68688007,4,17172001.75,4,0,NO_MATCH
378,85494458,3,28498152.67,3,0,NO_MATCH
379,283736231,6,47289371.83,0,6,NO_MATCH
38,174268934,4,43567233.50,4,0,NO_MATCH
380,325730552,5,65146110.40,3,2,NO_MATCH
381,155642689,2,77821344.50,1,1,NO_MATCH
382,359128950,9,39903216.67,3,6,NO_MATCH
384,49829945,1,49829945.00,0,1,NO_MATCH
385,226429378,5,45285875.60,2,3,NO_MATCH
386,174519027,3,58173009.00,1,2,NO_MATCH
387,62856677,1,62856677.00,0,1,NO_MATCH
388,547818192,16,34238637.00,8,8,NO_MATCH
389,181792168,5,36358433.60,1,4,NO_MATCH
39,199607544,5,39921508.80,3,2,NO_MATCH
390,43914149,1,43914149.00,0,1,NO_MATCH
391,92042960,4,23010740.00,2,2,NO_MATCH
392,561484444,13,43191111.08,9,4,NO_MATCH
393,189933778,8,23741722.25,2,6,NO_MATCH
395,194373312,5,38874662.40,3,2,NO_MATCH
396,217224790,5,43444958.00,3,2,NO_MATCH
397,178858625,4,44714656.25,1,3,NO_MATCH
398,85171314,1,85171314.00,0,1,NO_MATCH
399,1166794870,22,53036130.45,12,10,NO_MATCH
40,149269499,3,49756499.67,1,2,NO_MATCH
400,62012116,1,62012116.00,0,1,NO_MATCH
401,252043995,4,63010998.75,3,1,NO_MATCH
403,191958541,4,47989635.25,2,2,NO_MATCH
404,48086534,1,48086534.00,0,1,NO_MATCH
405,202550700,4,50637675.00,3,1,NO_MATCH
406,57024883,3,19008294.33,0,3,NO_MATCH
407,201049200,3,67016400.00,2,1,NO_MATCH
408,260362034,5,52072406.80,0,5,NO_MATCH
409,328560508,5,65712101.60,3,2,NO_MATCH
41,62450723,2,31225361.50,1,1,NO_MATCH
410,449859009,6,74976501.50,4,2,NO_MATCH
411,186672582,4,46668145.50,3,1,NO_MATCH
412,182020937,4,45505234.25,2,2,NO_MATCH
413,65172149,2,32586074.50,1,1,NO_MATCH
414,687597350,15,45839823.33,7,8,NO_MATCH
416,311332483,8,38916560.38,5,3,NO_MATCH
417,285191225,4,71297806.25,2,2,NO_MATCH
418,321717389,7,45959627.00,3,4,NO_MATCH
419,128863130,4,32215782.50,3,1,NO_MATCH
42,11997575,1,11997575.00,0,1,NO_MATCH
421,220791054,3,73597018.00,3,0,NO_MATCH
422,570839331,8,71354916.38,6,2,NO_MATCH
423,483413543,9,53712615.89,4,5,NO_MATCH
424,67230677,1,67230677.00,1,0,NO_MATCH
425,231652447,5,46330489.40,3,2,NO_MATCH
426,64549448,1,64549448.00,0,1,NO_MATCH
427,3453897651,71,48646445.79,33,38,MATCH,CASHBACK:10000000
428,150434342,4,37608585.50,1,3,NO_MATCH
429,34839387,1,34839387.00,1,0,NO_MATCH
43,35443676,1,35443676.00,0,1,NO_MATCH
430,1520435595,28,54301271.25,14,14,MATCH,CASHBACK:5000000
432,4671614836,92,50778422.13,52,40,MATCH,CASHBACK:10000000
433,319665545,5,63933109.00,4,1,NO_MATCH
434,4186651557,80,52333144.46,39,41,MATCH,CASHBACK:10000000
435,479690844,9,53298982.67,4,5,NO_MATCH
436,249304147,4,62326036.75,3,1,NO_MATCH
437,84315895,1,84315895.00,0,1,NO_MATCH
438,223290690,3,74430230.00,2,1,NO_MATCH
439,361413725,10,36141372.50,3,7,NO_MATCH
44,94553373,3,31517791.00,1,2,NO_MATCH
440,4589169,1,4589169.00,1,0,NO_MATCH
441,3738322,1,3738322.00,1,0,NO_MATCH
442,200049127,4,50012281.75,4,0,NO_MATCH
443,445918856,8,55739857.00,4,4,NO_MATCH
444,156612664,3,52204221.33,1,2,NO_MATCH
445,435955149,8,54494393.62,4,4,NO_MATCH
446,337507140,5,67501428.00,1,4,NO_MATCH
447,4690474491,95,49373415.69,46,49,MATCH,CASHBACK:10000000
448,1197728480,23,52075151.30,10,13,NO_MATCH
449,202087030,5,40417406.00,2,3,NO_MATCH
45,193042860,4,48260715.00,4,0,NO_MATCH
450,278334662,4,69583665.50,2,2,NO_MATCH
451,267387721,5,53477544.20,1,4,NO_MATCH
452,292222971,4,73055742.75,3,1,NO_MATCH
453,253637947,5,50727589.40,3,2,NO_MATCH
454,679208445,13,52246803.46,6,7,NO_MATCH
455,4644933199,90,51610368.88,41,49,MATCH,CASHBACK:10000000
456,88486913,1,88486913.00,0,1,NO_MATCH
457,86726958,1,86726958.00,1,0,NO_MATCH
458,11012230,2,5506115.00,1,1,NO_MATCH
459,31406801,1,31406801.00,0,1,NO_MATCH
46,26781669,1,26781669.00,1,0,NO_MATCH
460,210713725,5,42142745.00,3,2,NO_MATCH
462,256762093,4,64190523.25,2,2,NO_MATCH
463,225726188,4,56431547.00,2,2,NO_MATCH
464,157668762,5,31533752.40,1,4,NO_MATCH
465,130212810,7,18601830.00,2,5,NO_MATCH
466,172932808,3,57644269.33,2,1,NO_MATCH
467,252459975,3,84153325.00,1,2,NO_MATCH
468,101404725,3,33801575.00,2,1,NO_MATCH
469,135884906,3,45294968.67,1,2,NO_MATCH
47,219784172,3,73261390.67,3,0,NO_MATCH
471,12814107,1,12814107.00,1,0,NO_MATCH
472,16964996,1,16964996.00,0,1,NO_MATCH
473,361797829,7,51685404.14,3,4,NO_MATCH
475,91229844,2,45614922.00,2,0,NO_MATCH
476,194589494,3,64863164.67,1,2,NO_MATCH
477,95911033,2,47955516.50,0,2,NO_MATCH
478,122583500,2,61291750.00,0,2,NO_MATCH
479,10916454,1,10916454.00,0,1,NO_MATCH
48,333289476,5,66657895.20,2,3,NO_MATCH
480,356907334,7,50986762.00,4,3,NO_MATCH
481,78237807,2,39118903.50,2,0,NO_MATCH
482,167512339,4,41878084.75,1,3,NO_MATCH
483,474412676,7,67773239.43,3,4,NO_MATCH
484,106069916,3,35356638.67,1,2,NO_MATCH
485,242330300,5,48466060.00,3,2,NO_MATCH
486,338972395,5,67794479.00,2,3,NO_MATCH
487,93776630,1,93776630.00,0,1,NO_MATCH
489,53910673,1,53910673.00,1,0,NO_MATCH
49,80080229,2,40040114.50,2,0,NO_MATCH
490,209682602,3,69894200.67,2,1,NO_MATCH
491,96951127,2,48475563.50,1,1,NO_MATCH
492,10674656,1,10674656.00,0,1,NO_MATCH
493,246993144,5,49398628.80,4,1,NO_MATCH
494,162381771,2,81190885.50,0,2,NO_MATCH
495,7525493,1,7525493.00,1,0,NO_MATCH
496,159656271,2,79828135.50,2,0,NO_MATCH
497,327629325,8,40953665.62,4,4,NO_MATCH
498,281232997,5,56246599.40,3,2,NO_MATCH
499,180142003,2,90071001.50,1,1,NO_MATCH
5,1788828292,39,45867392.10,20,19,MATCH,CASHBACK:5000000
50,153381018,3,51127006.00,1,2,NO_MATCH
501,287194305,7,41027757.86,5,2,NO_MATCH
502,131386472,3,43795490.67,3,0,NO_MATCH
503,231083909,4,57770977.25,2,2,NO_MATCH
504,272959457,6,45493242.83,1,5,NO_MATCH
505,53434501,2,26717250.50,1,1,NO_MATCH
506,109214141,3,36404713.67,3,0,NO_MATCH
507,649506955,12,54125579.58,4,8,NO_MATCH
508,694841007,17,40873000.41,8,9,NO_MATCH
509,26952402,1,26952402.00,0,1,NO_MATCH
51,570829740,12,47569145.00,5,7,NO_MATCH
510,199805039,4,49951259.75,4,0,NO_MATCH
511,436706656,8,54588332.00,3,5,NO_MATCH
512,110081168,2,55040584.00,1,1,NO_MATCH
513,13901930,1,13901930.00,1,0,NO_MATCH
514,214590382,5,42918076.40,3,2,NO_MATCH
515,49341668,2,24670834.00,1,1,NO_MATCH
516,201126948,3,67042316.00,1,2,NO_MATCH
517,4170769416,86,48497318.79,48,38,MATCH,CASHBACK:10000000
518,262254928,4,65563732.00,3,1,NO_MATCH
519,122451893,2,61225946.50,1,1,NO_MATCH
52,493415163,8,61676895.38,6,2,NO_MATCH
520,183002514,3,61000838.00,0,3,NO_MATCH
521,300725728,5,60145145.60,4,1,NO_MATCH
522,923723450,24,38488477.08,16,8,NO_MATCH
523,57884856,1,57884856.00,1,0,NO_MATCH
524,1424787833,30,47492927.77,18,12,NO_MATCH
525,227386806,5,45477361.20,3,2,NO_MATCH
526,185722942,5,37144588.40,2,3,NO_MATCH
527,578338541,10,57833854.10,4,6,NO_MATCH
528,332750117,9,36972235.22,7,2,NO_MATCH
529,339522481,5,67904496.20,3,2,NO_MATCH
53,113437778,3,37812592.67,2,1,NO_MATCH
530,213647220,4,53411805.00,3,1,NO_MATCH
531,266699598,5,53339919.60,4,1,NO_MATCH
532,339023173,7,48431881.86,3,4,NO_MATCH
533,199636117,3,66545372.33,2,1,NO_MATCH
534,180672771,2,90336385.50,0,2,NO_MATCH
535,493102564,9,54789173.78,4,5,NO_MATCH
536,92187002,3,30729000.67,2,1,NO_MATCH
537,56615009,2,28307504.50,0,2,NO_MATCH
538,413032996,7,59004713.71,4,3,NO_MATCH
539,85530630,3,28510210.00,0,3,NO_MATCH
54,1530724404,27,56693496.44,13,14,MATCH,CASHBACK:5000000
540,88078983,1,88078983.00,1,0,NO_MATCH
541,60118893,1,60118893.00,0,1,NO_MATCH
542,90176946,2,45088473.00,1,1,NO_MATCH
543,97297317,2,48648658.50,1,1,NO_MATCH
544,35752193,1,35752193.00,1,0,NO_MATCH
545,41149054,2,20574527.00,1,1,NO_MATCH
546,108218574,2,54109287.00,1,1,NO_MATCH
547,295814237,5,59162847.40,2,3,NO_MATCH
548,221183113,5,44236622.60,2,3,NO_MATCH
549,121926225,3,40642075.00,1,2,NO_MATCH
55,210492715,5,42098543.00,2,3,NO_MATCH
551,130356821,4,32589205.25,1,3,NO_MATCH
552,4590333,1,4590333.00,0,1,NO_MATCH
553,167341049,3,55780349.67,1,2,NO_MATCH
554,203217775,4,50804443.75,3,1,NO_MATCH
555,124549139,2,62274569.50,1,1,NO_MATCH
556,73175425,2,36587712.50,1,1,NO_MATCH
557,222787955,6,37131325.83,4,2,NO_MATCH
558,89343447,1,89343447.00,1,0,NO_MATCH
559,4028643477,79,50995487.05,45,34,MATCH,CASHBACK:10000000
56,169283604,3,56427868.00,1,2,NO_MATCH
560,232388576,5,46477715.20,0,5,NO_MATCH
561,263075340,4,65768835.00,3,1,NO_MATCH
562,131358971,2,65679485.50,2,0,NO_MATCH
564,66556213,3,22185404.33,1,2,NO_MATCH
566,344685570,5,68937114.00,2,3,NO_MATCH
567,164424206,5,32884841.20,2,3,NO_MATCH
568,154379847,3,51459949.00,1,2,NO_MATCH
569,499022977,8,62377872.12,7,1,NO_MATCH
57,309949626,6,51658271.00,3,3,NO_MATCH
570,149383531,4,37345882.75,1,3,NO_MATCH
571,169121359,4,42280339.75,2,2,NO_MATCH
572,92992779,1,92992779.00,1,0,NO_MATCH
573,284720632,5,56944126.40,3,2,NO_MATCH
574,12239130,2,6119565.00,2,0,NO_MATCH
575,548142335,7,78306047.86,2,5,NO_MATCH
576,160973340,5,32194668.00,3,2,NO_MATCH
577,455457773,6,75909628.83,5,1,NO_MATCH
578,120701201,2,60350600.50,0,2,NO_MATCH
579,113623205,2,56811602.50,2,0,NO_MATCH
58,1434172215,30,47805740.50,14,16,NO_MATCH
581,874105274,23,38004577.13,12,11,NO_MATCH
582,172719742,4,43179935.50,1,3,NO_MATCH
584,256569157,5,51313831.40,2,3,NO_MATCH
585,213155390,4,53288847.50,2,2,NO_MATCH
586,94074378,4,23518594.50,3,1,NO_MATCH
587,175002034,3,58334011.33,2,1,NO_MATCH
589,78692151,2,39346075.50,1,1,NO_MATCH
59,186287284,2,93143642.00,0,2,NO_MATCH
590,100869903,2,50434951.50,1,1,NO_MATCH
591,188374840,3,62791613.33,1,2,NO_MATCH
593,321051469,6,53508578.17,3,3,NO_MATCH
594,112767570,3,37589190.00,2,1,NO_MATCH
595,205700705,4,51425176.25,1,3,NO_MATCH
596,430366759,7,61480965.57,6,1,NO_MATCH
597,431115499,9,47901722.11,7,2,NO_MATCH
598,135309317,3,45103105.67,3,0,NO_MATCH
599,208117370,5,41623474.00,1,4,NO_MATCH
6,86932081,2,43466040.50,1,1,NO_MATCH
60,11808441,1,11808441.00,1,0,NO_MATCH
600,322890032,5,64578006.40,1,4,NO_MATCH
601,447626398,9,49736266.44,3,6,NO_MATCH
602,24214767,2,12107383.50,1,1,NO_MATCH
603,85867685,1,85867685.00,0,1,NO_MATCH
604,113341985,2,56670992.50,0,2,NO_MATCH
606,479418621,8,59927327.62,4,4,NO_MATCH
607,20644902,1,20644902.00,1,0,NO_MATCH
608,255663175,3,85221058.33,1,2,NO_MATCH
609,105562996,2,52781498.00,0,2,NO_MATCH
61,1250082941,26,48080113.12,15,11,NO_MATCH
610,1080164186,22,49098372.09,11,11,NO_MATCH
611,146149011,2,73074505.50,2,0,NO_MATCH
612,160483039,4,40120759.75,1,3,NO_MATCH
613,47587822,1,47587822.00,0,1,NO_MATCH
614,19993101,1,19993101.00,1,0,NO_MATCH
615,131001826,2,65500913.00,2,0,NO_MATCH
616,310442581,4,77610645.25,1,3,NO_MATCH
617,4595460684,91,50499567.96,45,46,MATCH,CASHBACK:10000000
618,345181633,7,49311661.86,3,4,NO_MATCH
619,138564143,3,46188047.67,2,1,NO_MATCH
620,67499446,1,67499446.00,0,1,NO_MATCH
621,209101247,5,41820249.40,3,2,NO_MATCH
